Speaker_1,Speaker_2,Speaker_1_Time_Sec,Speaker_2_Time_Sec,Matched_Phrase,Time_Delta_Sec,Distance_Feet,Distance_Meters
Riad,Alicia,135.478,131.889,board whoever gets this,3.5889,4038.68,1230.99
Riad,Kush,135.7,145.58,whoever gets this gets,9.88,11118.26,3388.84
Riad,Alicia,135.7,132.0,whoever gets this gets,3.7,4163.72,1269.1
Riad,Kush,136.033,145.993,gets this gets an,9.96,11208.29,3416.28
Riad,Alicia,136.033,132.444,gets this gets an,3.5889,4038.68,1230.99
Riad,Kush,136.367,146.407,this gets an extra,10.04,11298.31,3443.72
Riad,Alicia,136.367,132.889,this gets an extra,3.4778,3913.65,1192.88
Riad,Kush,136.7,146.82,gets an extra two,10.12,11388.34,3471.16
Riad,Alicia,136.7,133.333,gets an extra two,3.3667,3788.61,1154.77
Riad,Kush,137.033,147.233,an extra two points,10.2,11478.37,3498.6
Riad,Alicia,137.033,133.778,an extra two points,3.2556,3663.57,1116.66
Riad,Kush,137.367,147.647,extra two points added,10.28,11568.39,3526.04
Riad,Alicia,137.367,134.222,extra two points added,3.1444,3538.54,1078.54
Riad,Kush,137.7,148.06,two points added theres,10.36,11658.42,3553.48
Riad,Alicia,137.7,134.667,two points added theres,3.0333,3413.5,1040.43
Riad,Kush,138.033,148.473,points added theres no,10.44,11748.45,3580.92
Riad,Alicia,138.033,135.111,points added theres no,2.9222,3288.46,1002.32
Riad,Kush,138.367,148.887,added theres no grades,10.52,11838.47,3608.36
Riad,Alicia,138.367,135.556,added theres no grades,2.8111,3163.43,964.21
Riad,Kush,138.7,149.3,theres no grades in,10.6,11928.5,3635.8
Riad,Alicia,138.7,136.0,theres no grades in,2.7,3038.39,926.1
Riad,Kush,139.7,150.18,no grades in this,10.48,11793.46,3594.64
Riad,Alicia,139.7,136.833,no grades in this,2.8667,3225.95,983.27
Riad,Kush,140.7,151.06,grades in this school,10.36,11658.42,3553.48
Riad,Alicia,140.7,137.667,grades in this school,3.0333,3413.5,1040.43
Riad,Kush,141.74,151.94,in this school in,10.2,11478.37,3498.6
Riad,Alicia,141.74,138.5,in this school in,3.24,3646.07,1111.32
Riad,Kush,142.407,152.82,this school in terms,10.4133,11718.44,3571.77
Riad,Alicia,142.407,139.333,this school in terms,3.0733,3458.51,1054.15
Riad,Kush,143.073,153.7,school in terms of,10.6267,11958.51,3644.95
Riad,Alicia,143.073,140.167,school in terms of,2.9067,3270.96,996.99
Riad,Alicia,143.74,141.0,in terms of like,2.74,3083.4,939.82
Riad,Alicia,144.24,141.5,terms of like more,2.74,3083.4,939.82
Riad,Alicia,144.74,142.0,of like more snacks,2.74,3083.4,939.82
Riad,Kush,151.74,162.673,im going to talk,10.9333,12303.61,3750.13
Riad,Alicia,151.74,147.0,im going to talk,4.74,5334.06,1625.82
Riad,Kush,151.907,162.86,going to talk to,10.9533,12326.11,3756.99
Riad,Alicia,151.907,147.5,going to talk to,4.4067,4958.95,1511.49
Riad,Kush,152.073,163.047,to talk to you,10.9733,12348.62,3763.85
Riad,Alicia,152.073,148.0,to talk to you,4.0733,4583.84,1397.15
Riad,Alicia,152.24,148.5,talk to you no,3.74,4208.73,1282.82
Riad,Alicia,152.407,149.0,to you no you,3.4067,3833.62,1168.49
Riad,Alicia,152.573,149.5,you no you stay,3.0733,3458.51,1054.15
Riad,Kush,158.74,166.967,you want look look,8.2267,9257.71,2821.75
Riad,Alicia,158.74,154.667,you want look look,4.0733,4583.84,1397.15
Riad,Kush,159.24,168.393,want look look do,9.1533,10300.52,3139.59
Riad,Kush,159.74,169.82,look look do you,10.08,11343.33,3457.44
Riad,Kush,160.24,170.051,look do you see,9.8111,11040.74,3365.21
Riad,Kush,160.74,170.282,do you see these,9.5422,10738.15,3272.98
Riad,Kush,160.883,170.513,you see these blocks,9.6305,10837.46,3303.25
Riad,Alicia,160.883,156.5,you see these blocks,4.3829,4932.16,1503.32
Riad,Kush,161.026,170.744,see these blocks over,9.7187,10936.78,3333.52
Riad,Alicia,161.026,156.75,see these blocks over,4.2757,4811.59,1466.57
Riad,Kush,161.169,170.976,these blocks over here,9.807,11036.09,3363.8
Riad,Alicia,161.169,157.0,these blocks over here,4.1686,4691.02,1429.82
Riad,Kush,163.49,173.15,you can actually put,9.66,10870.69,3313.38
Riad,Alicia,163.49,159.923,you can actually put,3.5669,4013.97,1223.45
Riad,Kush,163.74,173.4,can actually put them,9.66,10870.69,3313.38
Riad,Alicia,163.74,160.154,can actually put them,3.5862,4035.61,1230.05
Riad,Kush,163.99,173.65,actually put them over,9.66,10870.69,3313.38
Riad,Alicia,163.99,160.385,actually put them over,3.6054,4057.25,1236.65
Riad,Kush,164.24,173.9,put them over here,9.66,10870.69,3313.38
Riad,Alicia,164.24,160.615,put them over here,3.6246,4078.89,1243.24
Riad,Kush,164.49,174.15,them over here like,9.66,10870.69,3313.38
Riad,Alicia,164.49,160.846,them over here like,3.6438,4100.53,1249.84
Riad,Kush,164.74,174.4,over here like that,9.66,10870.69,3313.38
Riad,Alicia,164.74,161.077,over here like that,3.6631,4122.17,1256.44
Riad,Kush,164.99,174.65,here like that yeah,9.66,10870.69,3313.38
Riad,Alicia,164.99,161.308,here like that yeah,3.6823,4143.81,1263.03
Riad,Kush,165.24,174.9,like that yeah but,9.66,10870.69,3313.38
Riad,Alicia,165.24,161.538,like that yeah but,3.7015,4165.45,1269.63
Riad,Kush,165.49,175.5,that yeah but look,10.01,11264.55,3433.43
Riad,Alicia,165.49,161.769,that yeah but look,3.7208,4187.09,1276.22
Riad,Kush,165.74,176.1,yeah but look this,10.36,11658.42,3553.48
Riad,Alicia,165.74,162.0,yeah but look this,3.74,4208.73,1282.82
Riad,Kush,168.49,178.99,it no but i,10.5,11815.97,3601.5
Riad,Alicia,168.49,164.75,it no but i,3.74,4208.73,1282.82
Riad,Kush,168.78,179.42,no but i think,10.64,11973.51,3649.52
Riad,Alicia,168.78,165.0,no but i think,3.78,4253.75,1296.54
Riad,Kush,169.113,179.789,but i think its,10.6759,12013.91,3661.83
Riad,Alicia,169.113,165.385,but i think its,3.7287,4196.04,1278.95
Riad,Kush,169.447,180.158,i think its supposed,10.7118,12054.3,3674.15
Riad,Alicia,169.447,165.769,i think its supposed,3.6774,4138.33,1261.36
Riad,Kush,169.78,180.528,think its supposed to,10.7477,12094.7,3686.46
Riad,Alicia,169.78,166.154,think its supposed to,3.6262,4080.62,1243.77
Riad,Kush,170.113,180.897,its supposed to go,10.7836,12135.1,3698.77
Riad,Alicia,170.113,166.538,its supposed to go,3.5749,4022.91,1226.18
Riad,Kush,170.447,181.266,supposed to go like,10.8195,12175.49,3711.08
Riad,Alicia,170.447,166.923,supposed to go like,3.5236,3965.2,1208.59
Riad,Kush,170.78,181.635,to go like this,10.8554,12215.89,3723.4
Riad,Alicia,170.78,167.308,to go like this,3.4723,3907.49,1191.0
Riad,Kush,171.113,182.005,go like this over,10.8913,12256.29,3735.71
Riad,Alicia,171.113,167.692,go like this over,3.421,3849.78,1173.41
Riad,Kush,171.447,182.374,like this over here,10.9272,12296.68,3748.02
Riad,Alicia,171.447,168.077,like this over here,3.3697,3792.07,1155.82
Riad,Kush,171.78,182.743,this over here right,10.9631,12337.08,3760.34
Riad,Alicia,171.78,168.462,this over here right,3.3185,3734.36,1138.23
Riad,Kush,172.113,183.112,over here right hmm,10.999,12377.48,3772.65
Riad,Alicia,172.113,168.846,over here right hmm,3.2672,3676.66,1120.64
Riad,Kush,172.447,183.482,here right hmm so,11.0349,12417.87,3784.96
Riad,Alicia,172.447,169.231,here right hmm so,3.2159,3618.95,1103.05
Riad,Kush,172.78,183.851,right hmm so maybe,11.0708,12458.27,3797.27
Riad,Alicia,172.78,169.615,right hmm so maybe,3.1646,3561.24,1085.46
Riad,Kush,173.78,184.22,hmm so maybe that,10.44,11748.45,3580.92
Riad,Alicia,173.78,170.0,hmm so maybe that,3.78,4253.75,1296.54
Riad,Kush,174.18,184.692,so maybe that will,10.512,11829.47,3605.62
Riad,Alicia,174.18,170.4,so maybe that will,3.78,4253.75,1296.54
Riad,Kush,174.58,185.164,maybe that will but,10.584,11910.49,3630.31
Riad,Kush,174.98,185.636,that will but look,10.656,11991.52,3655.01
Riad,Kush,175.38,186.108,will but look now,10.728,12072.54,3679.7
Riad,Kush,175.78,186.58,but look now we,10.8,12153.56,3704.4
Riad,Kush,176.08,186.804,look now we dont,10.724,12068.04,3678.33
Riad,Alicia,176.08,172.0,look now we dont,4.08,4591.35,1399.44
Riad,Kush,176.38,187.028,now we dont have,10.648,11982.51,3652.26
Riad,Alicia,176.38,172.333,now we dont have,4.0467,4553.84,1388.01
Riad,Kush,176.68,187.252,we dont have space,10.572,11896.99,3626.2
Riad,Alicia,176.68,172.667,we dont have space,4.0133,4516.32,1376.57
Riad,Kush,176.98,187.476,dont have space for,10.496,11811.46,3600.13
Riad,Alicia,176.98,173.0,dont have space for,3.98,4478.81,1365.14
Riad,Kush,177.28,187.7,have space for this,10.42,11725.94,3574.06
Riad,Alicia,177.28,173.333,have space for this,3.9467,4441.3,1353.71
Riad,Kush,177.58,187.924,space for this one,10.344,11640.41,3547.99
Riad,Alicia,177.58,173.667,space for this one,3.9133,4403.79,1342.27
Riad,Kush,177.88,188.148,for this one you,10.268,11554.89,3521.92
Riad,Alicia,177.88,174.0,for this one you,3.88,4366.28,1330.84
Riad,Kush,178.18,188.372,this one you have,10.192,11469.36,3495.86
Riad,Alicia,178.18,174.333,this one you have,3.8467,4328.77,1319.41
Riad,Kush,178.48,188.596,one you have another,10.116,11383.84,3469.79
Riad,Alicia,178.48,174.667,one you have another,3.8133,4291.26,1307.97
Riad,Kush,178.78,188.82,you have another one,10.04,11298.31,3443.72
Riad,Alicia,178.78,175.0,you have another one,3.78,4253.75,1296.54
Riad,Kush,178.923,189.02,have another one on,10.0971,11362.62,3463.32
Riad,Kush,179.066,189.22,another one on your,10.1543,11426.92,3482.92
Riad,Kush,179.78,190.22,i do i found,10.44,11748.45,3580.92
Riad,Alicia,179.78,176.0,i do i found,3.78,4253.75,1296.54
Riad,Kush,180.28,190.7,do i found a,10.42,11725.94,3574.06
Riad,Alicia,180.28,176.5,do i found a,3.78,4253.75,1296.54
Riad,Kush,180.78,191.18,i found a blue,10.4,11703.43,3567.2
Riad,Alicia,180.78,177.0,i found a blue,3.78,4253.75,1296.54
Riad,Kush,181.18,191.5,found a blue one,10.32,11613.41,3539.76
Riad,Alicia,181.18,177.4,found a blue one,3.78,4253.75,1296.54
Riad,Alicia,181.58,177.8,a blue one okay,3.78,4253.75,1296.54
Riad,Alicia,181.98,178.2,blue one okay so,3.78,4253.75,1296.54
Riad,Alicia,182.38,178.6,one okay so we,3.78,4253.75,1296.54
Riad,Alicia,182.78,179.0,okay so we actually,3.78,4253.75,1296.54
Riad,Kush,183.03,193.005,so we actually need,9.975,11225.17,3421.42
Riad,Alicia,183.03,179.25,so we actually need,3.78,4253.75,1296.54
Riad,Kush,183.28,193.23,we actually need to,9.95,11197.03,3412.85
Riad,Alicia,183.28,179.5,we actually need to,3.78,4253.75,1296.54
Riad,Kush,183.53,193.455,actually need to redo,9.925,11168.9,3404.28
Riad,Alicia,183.53,179.75,actually need to redo,3.78,4253.75,1296.54
Riad,Kush,183.78,193.68,need to redo this,9.9,11140.77,3395.7
Riad,Alicia,183.78,180.0,need to redo this,3.78,4253.75,1296.54
Riad,Kush,184.03,193.905,to redo this oh,9.875,11112.63,3387.12
Riad,Alicia,184.03,180.25,to redo this oh,3.78,4253.75,1296.54
Riad,Kush,184.28,194.13,redo this oh how,9.85,11084.5,3378.55
Riad,Alicia,184.28,180.5,redo this oh how,3.78,4253.75,1296.54
Riad,Kush,184.53,194.355,this oh how are,9.825,11056.37,3369.98
Riad,Alicia,184.53,180.75,this oh how are,3.78,4253.75,1296.54
Riad,Alicia,185.655,182.75,this maybe try rearranging,2.905,3269.08,996.42
Riad,Alicia,185.78,183.0,maybe try rearranging them,2.78,3128.42,953.54
Riad,Kush,186.28,196.62,try rearranging them how,10.34,11635.91,3546.62
Riad,Alicia,186.28,183.5,try rearranging them how,2.78,3128.42,953.54
Riad,Kush,186.78,197.273,rearranging them how maybe,10.4933,11808.46,3599.21
Riad,Alicia,186.78,184.0,rearranging them how maybe,2.78,3128.42,953.54
Riad,Kush,187.28,197.927,them how maybe you,10.6467,11981.01,3651.81
Riad,Alicia,187.28,184.5,them how maybe you,2.78,3128.42,953.54
Riad,Kush,187.78,198.58,how maybe you can,10.8,12153.56,3704.4
Riad,Alicia,187.78,185.0,how maybe you can,2.78,3128.42,953.54
Riad,Kush,189.78,200.06,maybe you can take,10.28,11568.39,3526.04
Riad,Alicia,189.78,187.0,maybe you can take,2.78,3128.42,953.54
Riad,Kush,190.28,200.59,you can take what,10.31,11602.15,3536.33
Riad,Alicia,190.28,187.5,you can take what,2.78,3128.42,953.54
Riad,Kush,190.78,201.12,can take what color,10.34,11635.91,3546.62
Riad,Alicia,190.78,188.0,can take what color,2.78,3128.42,953.54
Riad,Kush,191.28,201.65,take what color is,10.37,11669.67,3556.91
Riad,Alicia,191.28,188.5,take what color is,2.78,3128.42,953.54
Riad,Kush,191.78,202.18,what color is this,10.4,11703.43,3567.2
Riad,Alicia,191.78,189.0,what color is this,2.78,3128.42,953.54
Riad,Kush,191.98,202.436,color is this one,10.456,11766.45,3586.41
Riad,Alicia,191.98,189.2,color is this one,2.78,3128.42,953.54
Riad,Kush,192.18,202.692,is this one do,10.512,11829.47,3605.62
Riad,Alicia,192.18,189.4,is this one do,2.78,3128.42,953.54
Riad,Kush,192.38,202.948,this one do you,10.568,11892.49,3624.82
Riad,Alicia,192.38,189.6,this one do you,2.78,3128.42,953.54
Riad,Kush,192.58,203.204,one do you remember,10.624,11955.51,3644.03
Riad,Alicia,192.58,189.8,one do you remember,2.78,3128.42,953.54
Riad,Alicia,192.78,190.0,do you remember this,2.78,3128.42,953.54
Riad,Kush,193.78,204.02,black its close close,10.24,11523.38,3512.32
Riad,Alicia,193.78,191.0,black its close close,2.78,3128.42,953.54
Riad,Kush,194.78,204.82,its close close which,10.04,11298.31,3443.72
Riad,Alicia,194.78,192.0,its close close which,2.78,3128.42,953.54
Riad,Kush,195.28,205.367,close close which one,10.0867,11350.83,3459.73
Riad,Alicia,195.28,192.5,close close which one,2.78,3128.42,953.54
Riad,Kush,195.78,205.913,close which one do,10.1333,11403.34,3475.73
Riad,Alicia,195.78,193.0,close which one do,2.78,3128.42,953.54
Riad,Kush,196.78,206.46,which one do you,9.68,10893.19,3320.24
Riad,Alicia,196.78,194.0,which one do you,2.78,3128.42,953.54
Riad,Kush,196.905,206.63,one do you think,9.725,10943.83,3335.67
Riad,Alicia,196.905,194.125,one do you think,2.78,3128.42,953.54
Riad,Kush,197.03,206.8,do you think this,9.77,10994.47,3351.11
Riad,Alicia,197.03,194.25,do you think this,2.78,3128.42,953.54
Riad,Kush,197.155,206.97,you think this one,9.815,11045.11,3366.54
Riad,Alicia,197.155,194.375,you think this one,2.78,3128.42,953.54
Riad,Kush,197.28,207.14,think this one is,9.86,11095.75,3381.98
Riad,Alicia,197.28,194.5,think this one is,2.78,3128.42,953.54
Riad,Kush,197.405,207.31,this one is blue,9.905,11146.39,3397.42
Riad,Kush,197.405,208.98,this one is blue,11.575,13025.69,3970.22
Riad,Alicia,197.405,194.625,this one is blue,2.78,3128.42,953.54
Riad,Alicia,197.405,197.0,this one is blue,0.405,455.76,138.92
Riad,Kush,197.53,207.48,one is blue this,9.95,11197.03,3412.85
Riad,Kush,197.53,209.39,one is blue this,11.86,13346.41,4067.98
Riad,Alicia,197.53,197.25,one is blue this,0.28,315.09,96.04
Riad,Kush,197.655,207.65,is blue this one,9.995,11247.67,3428.29
Riad,Kush,197.82,207.82,blue this one is,10.0,11253.3,3430.0
Riad,Kush,198.82,207.31,this one is blue,8.49,9554.05,2912.07
Riad,Kush,198.82,208.98,this one is blue,10.16,11433.35,3484.88
Riad,Alicia,198.82,194.625,this one is blue,4.195,4720.76,1438.88
Riad,Alicia,198.82,197.0,this one is blue,1.82,2048.1,624.26
Riad,Kush,199.07,207.48,one is blue this,8.41,9464.03,2884.63
Riad,Kush,199.07,209.39,one is blue this,10.32,11613.41,3539.76
Riad,Alicia,199.07,197.25,one is blue this,1.82,2048.1,624.26
Riad,Kush,199.32,209.8,is blue this is,10.48,11793.46,3594.64
Riad,Alicia,199.32,197.5,is blue this is,1.82,2048.1,624.26
Riad,Kush,199.57,210.21,blue this is actually,10.64,11973.51,3649.52
Riad,Alicia,199.57,197.75,blue this is actually,1.82,2048.1,624.26
Riad,Kush,199.82,210.62,this is actually green,10.8,12153.56,3704.4
Riad,Alicia,199.82,198.0,this is actually green,1.82,2048.1,624.26
Riad,Kush,203.82,214.1,correct so i think,10.28,11568.39,3526.04
Riad,Alicia,203.82,200.667,correct so i think,3.1533,3548.54,1081.59
Riad,Kush,204.82,214.46,so i think you,9.64,10848.18,3306.52
Riad,Alicia,204.82,201.0,so i think you,3.82,4298.76,1310.26
Riad,Kush,205.153,214.909,i think you can,9.7556,10978.22,3346.16
Riad,Alicia,205.153,201.444,i think you can,3.7089,4173.72,1272.15
Riad,Kush,205.487,215.358,think you can move,9.8711,11108.26,3385.79
Riad,Alicia,205.487,201.889,think you can move,3.5978,4048.69,1234.04
Riad,Kush,205.82,215.807,you can move this,9.9867,11238.3,3425.43
Riad,Alicia,205.82,202.333,you can move this,3.4867,3923.65,1195.93
Riad,Kush,206.153,216.256,can move this one,10.1022,11368.33,3465.06
Riad,Alicia,206.153,202.778,can move this one,3.3756,3798.61,1157.82
Riad,Kush,206.487,216.704,move this one over,10.2178,11498.37,3504.7
Riad,Alicia,206.487,203.222,move this one over,3.2644,3673.58,1119.7
Riad,Alicia,206.82,203.667,this one over okay,3.1533,3548.54,1081.59
Riad,Alicia,207.153,204.111,one over okay oh,3.0422,3423.5,1043.48
Riad,Kush,215.146,223.78,you want to talk,8.6343,9716.42,2961.56
Riad,Kush,215.431,224.197,want to talk to,8.7657,9864.32,3006.64
Riad,Alicia,220.86,218.0,look at all these,2.86,3218.44,980.98
Riad,Alicia,221.26,218.4,at all these beads,2.86,3218.44,980.98
Riad,Kush,224.86,234.26,but look its not,9.4,10578.1,3224.2
Riad,Alicia,224.86,221.0,but look its not,3.86,4343.77,1323.98
Riad,Kush,226.003,235.835,actually fitting anywhere what,9.8321,11064.41,3372.42
Riad,Kush,226.289,236.15,fitting anywhere what you,9.8614,11097.36,3382.47
Riad,Kush,226.574,236.465,anywhere what you got,9.8907,11130.32,3392.51
Riad,Kush,226.86,236.78,what you got there,9.92,11163.27,3402.56
Riad,Kush,227.11,236.97,you got there i,9.86,11095.75,3381.98
Riad,Kush,227.36,237.16,got there i dont,9.8,11028.23,3361.4
Riad,Kush,227.61,237.35,there i dont know,9.74,10960.71,3340.82
Riad,Kush,227.86,237.54,i dont know what,9.68,10893.19,3320.24
Riad,Alicia,227.86,224.0,i dont know what,3.86,4343.77,1323.98
Riad,Kush,228.193,237.82,dont know what is,9.6267,10833.18,3301.95
Riad,Alicia,228.193,224.333,dont know what is,3.86,4343.77,1323.98
Riad,Kush,228.527,238.1,know what is this,9.5733,10773.16,3283.65
Riad,Alicia,228.527,224.667,know what is this,3.86,4343.77,1323.98
Riad,Alicia,229.86,227.0,it looks like a,2.86,3218.44,980.98
Riad,Kush,230.36,240.78,looks like a it,10.42,11725.94,3574.06
Riad,Kush,230.86,241.193,like a it opens,10.3333,11628.41,3544.33
Riad,Kush,231.36,241.607,a it opens it,10.2467,11530.88,3514.61
Riad,Kush,231.86,242.02,it opens it does,10.16,11433.35,3484.88
Riad,Alicia,231.86,229.0,it opens it does,2.86,3218.44,980.98
Riad,Kush,232.36,242.42,opens it does open,10.06,11320.82,3450.58
Riad,Alicia,232.36,229.5,opens it does open,2.86,3218.44,980.98
Riad,Kush,232.86,242.82,it does open and,9.96,11208.29,3416.28
Riad,Kush,233.193,243.033,does open and it,9.84,11073.25,3375.12
Riad,Kush,233.86,244.22,and it also closes,10.36,11658.42,3553.48
Riad,Kush,234.11,244.48,it also closes nice,10.37,11669.67,3556.91
Riad,Kush,234.36,244.74,also closes nice and,10.38,11680.93,3560.34
Riad,Kush,234.61,245.0,closes nice and it,10.39,11692.18,3563.77
Riad,Kush,234.86,245.26,nice and it gets,10.4,11703.43,3567.2
Riad,Kush,235.86,245.74,and it gets so,9.88,11118.26,3388.84
Riad,Kush,236.06,246.02,it gets so big,9.96,11208.29,3416.28
Riad,Kush,236.26,246.3,gets so big check,10.04,11298.31,3443.72
Riad,Kush,236.46,246.58,so big check this,10.12,11388.34,3471.16
Riad,Kush,236.66,246.86,big check this out,10.2,11478.37,3498.6
Riad,Kush,236.86,247.14,check this out good,10.28,11568.39,3526.04
Riad,Kush,237.86,248.88,good yeah yeah it,11.02,12401.14,3779.86
Riad,Alicia,237.86,235.0,good yeah yeah it,2.86,3218.44,980.98
Riad,Kush,238.9,249.38,yeah yeah it definitely,10.48,11793.46,3594.64
Riad,Alicia,238.9,236.0,yeah yeah it definitely,2.9,3263.46,994.7
Riad,Kush,239.4,249.849,yeah it definitely does,10.4486,11758.09,3583.86
Riad,Alicia,239.4,236.5,yeah it definitely does,2.9,3263.46,994.7
Riad,Kush,239.9,250.317,it definitely does do,10.4171,11722.72,3573.08
Riad,Alicia,239.9,237.0,it definitely does do,2.9,3263.46,994.7
Riad,Kush,240.3,250.786,definitely does do that,10.4857,11799.89,3596.6
Riad,Alicia,240.3,237.2,definitely does do that,3.1,3488.52,1063.3
Riad,Kush,242.9,253.58,i think its because,10.68,12018.52,3663.24
Riad,Kush,243.275,253.97,think its because different,10.695,12035.4,3668.38
Riad,Kush,243.65,254.36,its because different angles,10.71,12052.28,3673.53
Riad,Kush,244.025,254.75,because different angles and,10.725,12069.16,3678.67
Riad,Kush,244.4,255.14,different angles and different,10.74,12086.04,3683.82
Riad,Kush,244.775,255.53,angles and different whats,10.755,12102.92,3688.96
Riad,Kush,245.15,255.92,and different whats an,10.77,12119.8,3694.11
Riad,Kush,245.525,256.31,different whats an angle,10.785,12136.68,3699.25
Riad,Kush,245.9,256.7,whats an angle so,10.8,12153.56,3704.4
Riad,Kush,246.233,257.22,an angle so whenever,10.9867,12363.63,3768.43
Riad,Kush,246.567,257.74,angle so whenever you,11.1733,12573.69,3832.45
Riad,Kush,246.9,258.26,so whenever you bend,11.36,12783.75,3896.48
Riad,Kush,247.233,258.558,whenever you bend something,11.3244,12743.74,3884.28
Riad,Kush,247.567,258.856,you bend something its,11.2889,12703.73,3872.09
Riad,Kush,247.9,259.153,bend something its called,11.2533,12663.71,3859.89
Riad,Kush,248.233,259.451,something its called an,11.2178,12623.7,3847.7
Riad,Kush,248.567,259.749,its called an angle,11.1822,12583.69,3835.5
Riad,Kush,248.9,260.047,called an angle oh,11.1467,12543.68,3823.31
Riad,Alicia,249.9,246.0,oh look at that,3.9,4388.79,1337.7
Riad,Alicia,250.9,247.0,look at that and,3.9,4388.79,1337.7
Riad,Alicia,251.233,248.0,at that and whenever,3.2333,3638.57,1109.03
Riad,Alicia,251.567,249.0,that and whenever you,2.5667,2888.35,880.37
Riad,Kush,251.9,263.02,and whenever you open,11.12,12513.67,3814.16
Riad,Alicia,251.9,250.0,and whenever you open,1.9,2138.13,651.7
Riad,Kush,252.2,263.308,whenever you open and,11.108,12500.17,3810.04
Riad,Alicia,252.2,250.3,whenever you open and,1.9,2138.13,651.7
Riad,Kush,252.5,263.596,you open and close,11.096,12486.66,3805.93
Riad,Alicia,252.5,250.6,you open and close,1.9,2138.13,651.7
Riad,Kush,252.8,263.884,open and close you,11.084,12473.16,3801.81
Riad,Alicia,252.8,250.9,open and close you,1.9,2138.13,651.7
Riad,Kush,253.1,264.172,and close you create,11.072,12459.65,3797.7
Riad,Alicia,253.1,251.2,and close you create,1.9,2138.13,651.7
Riad,Kush,253.4,264.46,close you create multiple,11.06,12446.15,3793.58
Riad,Alicia,253.4,251.5,close you create multiple,1.9,2138.13,651.7
Riad,Kush,253.7,264.748,you create multiple angles,11.048,12432.65,3789.46
Riad,Alicia,253.7,251.8,you create multiple angles,1.9,2138.13,651.7
Riad,Alicia,254.0,252.1,create multiple angles okay,1.9,2138.13,651.7
Riad,Alicia,254.3,252.4,multiple angles okay and,1.9,2138.13,651.7
Riad,Alicia,254.6,252.7,angles okay and so,1.9,2138.13,651.7
Riad,Alicia,254.9,253.0,okay and so when,1.9,2138.13,651.7
Riad,Kush,255.9,266.5,and so when you,10.6,11928.5,3635.8
Riad,Alicia,255.9,254.0,and so when you,1.9,2138.13,651.7
Riad,Kush,256.233,266.809,so when you pull,10.5752,11900.63,3627.31
Riad,Alicia,256.233,254.25,so when you pull,1.9833,2231.9,680.28
Riad,Kush,256.567,267.117,when you pull apart,10.5505,11872.77,3618.81
Riad,Alicia,256.567,254.5,when you pull apart,2.0667,2325.68,708.87
Riad,Kush,256.9,267.426,you pull apart youre,10.5257,11844.9,3610.32
Riad,Alicia,256.9,254.75,you pull apart youre,2.15,2419.46,737.45
Riad,Kush,257.233,267.734,pull apart youre creating,10.501,11817.04,3601.83
Riad,Alicia,257.233,255.0,pull apart youre creating,2.2333,2513.24,766.03
Riad,Kush,257.567,268.043,apart youre creating these,10.4762,11789.17,3593.33
Riad,Alicia,257.567,255.25,apart youre creating these,2.3167,2607.01,794.62
Riad,Kush,257.9,268.351,youre creating these bigger,10.4514,11761.31,3584.84
Riad,Alicia,257.9,255.5,youre creating these bigger,2.4,2700.79,823.2
Riad,Kush,258.233,268.66,creating these bigger thinner,10.4267,11733.44,3576.35
Riad,Alicia,258.233,255.75,creating these bigger thinner,2.4833,2794.57,851.78
Riad,Kush,258.567,269.1,these bigger thinner angles,10.5333,11853.48,3612.93
Riad,Alicia,258.567,256.0,these bigger thinner angles,2.5667,2888.35,880.37
Riad,Kush,258.9,269.54,bigger thinner angles big,10.64,11973.51,3649.52
Riad,Alicia,258.9,256.25,bigger thinner angles big,2.65,2982.12,908.95
Riad,Kush,259.233,269.98,thinner angles big angles,10.7467,12093.55,3686.11
Riad,Alicia,259.233,256.5,thinner angles big angles,2.7333,3075.9,937.53
Riad,Kush,259.567,270.42,angles big angles big,10.8533,12213.58,3722.69
Riad,Alicia,259.567,256.75,angles big angles big,2.8167,3169.68,966.12
Riad,Kush,259.9,270.86,big angles big angles,10.96,12333.62,3759.28
Riad,Alicia,259.9,257.0,big angles big angles,2.9,3263.46,994.7
Riad,Kush,263.9,274.336,its a big bend,10.4356,11743.44,3579.4
Riad,Kush,264.15,274.727,a big bend exactly,10.5767,11902.24,3627.8
Riad,Kush,266.9,275.9,exactly and when you,9.0,10127.97,3087.0
Riad,Alicia,266.9,264.0,exactly and when you,2.9,3263.46,994.7
Riad,Kush,267.94,277.82,and when you close,9.88,11118.26,3388.84
Riad,Alicia,267.94,265.0,and when you close,2.94,3308.47,1008.42
Riad,Kush,268.34,278.044,when you close it,9.704,10920.2,3328.47
Riad,Alicia,268.34,265.2,when you close it,3.14,3533.54,1077.02
Riad,Alicia,279.94,272.0,who are you going,7.94,8935.12,2723.42
Riad,Alicia,280.083,272.875,are you going to,7.2079,8111.22,2472.3
Riad,Alicia,280.226,273.75,you going to teach,6.4757,7287.32,2221.17
Riad,Alicia,280.369,274.625,going to teach me,5.7436,6463.41,1970.05
Riad,Kush,281.94,292.02,all right class im,10.08,11343.33,3457.44
Riad,Alicia,281.94,279.0,all right class im,2.94,3308.47,1008.42
Riad,Kush,282.273,292.24,right class im actually,9.9667,11215.79,3418.57
Riad,Alicia,282.273,279.333,right class im actually,2.94,3308.47,1008.42
Riad,Kush,282.607,292.46,class im actually not,9.8533,11088.25,3379.69
