Speaker_1,Speaker_2,Speaker_1_Time_Sec,Speaker_2_Time_Sec,Raw_Time_Diff_Sec,Matched_Phrase,Estimated_Distance_Ft,Estimated_Distance_M
Riad,Alicia,507.279,540.623,33.344,minutes before we have,37523.04,11437.0
Riad,Alicia,507.573,540.909,33.3356,before we have to,37513.58,11434.12
Riad,Alicia,507.867,541.194,33.3272,we have to pack,37504.13,11431.24
Riad,Alicia,508.161,541.48,33.3188,have to pack up,37494.67,11428.36
Riad,Alicia,508.455,541.694,33.239,to pack up for,37404.83,11400.97
Riad,Alicia,508.749,541.909,33.1592,pack up for the,37315.0,11373.59
Riad,Alicia,509.044,542.123,33.0793,up for the day,37225.16,11346.21
Riad,Alicia,510.22,543.935,33.7145,class put your stuff,37939.99,11564.09
Riad,Kush,510.664,554.78,44.1156,put your stuff away,49644.56,15131.64
Riad,Alicia,510.664,544.389,33.7246,put your stuff away,37951.36,11567.55
Riad,Kush,511.109,555.007,43.8978,your stuff away in,49399.49,15056.94
Riad,Alicia,511.109,544.844,33.7347,your stuff away in,37962.72,11571.02
Riad,Kush,511.553,555.233,43.68,stuff away in the,49154.41,14982.24
Riad,Alicia,511.553,545.298,33.7448,stuff away in the,37974.09,11574.48
Riad,Kush,511.998,555.46,43.4622,away in the next,48909.34,14907.54
Riad,Alicia,511.998,545.753,33.7549,away in the next,37985.46,11577.95
Riad,Kush,512.442,555.687,43.2444,in the next five,48664.27,14832.84
Riad,Alicia,512.442,546.207,33.7651,in the next five,37996.82,11581.41
Riad,Kush,512.887,555.913,43.0267,the next five minutes,48419.2,14758.15
Riad,Alicia,512.887,546.662,33.7752,the next five minutes,38008.19,11584.88
Riad,Kush,513.331,556.14,42.8089,next five minutes so,48174.13,14683.45
Riad,Alicia,513.331,547.116,33.7853,next five minutes so,38019.56,11588.34
Riad,Kush,513.776,556.367,42.5911,five minutes so that,47929.06,14608.75
Riad,Alicia,513.776,547.571,33.7954,five minutes so that,38030.93,11591.81
Riad,Alicia,514.22,548.025,33.8055,minutes so that way,38042.29,11595.27
Riad,Alicia,514.664,548.48,33.8156,so that way we,38053.66,11598.74
Riad,Alicia,515.109,548.855,33.7461,that way we can,37975.51,11574.92
Riad,Alicia,515.553,549.23,33.6767,way we can get,37897.36,11551.1
Riad,Alicia,515.998,549.605,33.6072,we can get going,37819.22,11527.28
Riad,Kush,519.689,563.333,43.6448,class is almost over,49114.76,14970.15
Riad,Alicia,519.689,555.313,35.6248,class is almost over,40089.61,12219.29
Riad,Kush,520.403,563.647,43.2438,is almost over though,48663.56,14832.63
Riad,Alicia,520.403,555.647,35.2438,is almost over though,39660.92,12088.63
Riad,Kush,521.117,563.96,42.8429,almost over though no,48212.35,14695.1
Riad,Alicia,521.117,555.98,34.8629,almost over though no,39232.22,11957.96
Riad,Kush,521.831,564.273,42.4419,over though no not,47761.15,14557.57
Riad,Alicia,521.831,556.313,34.4819,over though no not,38803.52,11827.29
Riad,Kush,522.546,564.587,42.041,though no not anymore,47309.94,14420.05
Riad,Alicia,522.546,556.647,34.101,though no not anymore,38374.82,11696.63
Riad,Kush,523.26,564.9,41.64,no not anymore im,46858.74,14282.52
Riad,Kush,523.593,565.66,42.0667,not anymore im learning,47338.88,14428.87
Riad,Kush,523.927,566.42,42.4933,anymore im learning what,47819.02,14575.21
Riad,Kush,524.26,567.18,42.92,im learning what a,48299.16,14721.56
Riad,Alicia,524.26,558.98,34.72,im learning what a,39071.46,11908.96
Riad,Kush,524.76,567.48,42.72,learning what a looks,48074.1,14652.96
Riad,Alicia,524.76,559.23,34.47,learning what a looks,38790.13,11823.21
Riad,Kush,525.26,567.78,42.52,what a looks like,47849.03,14584.36
Riad,Alicia,525.26,559.48,34.22,what a looks like,38508.79,11737.46
Riad,Alicia,525.76,559.73,33.97,a looks like but,38227.46,11651.71
Riad,Alicia,526.26,559.98,33.72,looks like but i,37946.13,11565.96
Riad,Alicia,526.76,560.23,33.47,like but i cant,37664.8,11480.21
Riad,Alicia,527.26,561.46,34.2,but i cant take,38486.29,11730.6
Riad,Alicia,527.689,561.729,34.0407,i cant take my,38306.98,11675.95
Riad,Alicia,528.117,561.998,33.8813,cant take my panda,38127.66,11621.29
Riad,Alicia,528.546,562.268,33.722,take my panda home,37948.35,11566.64
Riad,Alicia,530.26,564.96,34.7,no you can take,39048.95,11902.1
Riad,Alicia,530.482,565.16,34.6778,you can take the,39023.94,11894.48
Riad,Alicia,530.704,565.36,34.6556,can take the panda,38998.94,11886.86
Riad,Alicia,530.927,565.56,34.6333,take the panda home,38973.93,11879.23
Riad,Alicia,531.149,565.76,34.6111,the panda home but,38948.92,11871.61
Riad,Alicia,531.371,565.96,34.5889,panda home but the,38923.91,11863.99
Riad,Alicia,531.593,566.16,34.5667,home but the toys,38898.91,11856.37
Riad,Alicia,531.816,566.36,34.5444,but the toys other,38873.9,11848.74
Riad,Alicia,532.038,566.56,34.5222,the toys other toys,38848.89,11841.12
Riad,Alicia,532.26,566.76,34.5,toys other toys have,38823.88,11833.5
Riad,Alicia,532.482,566.96,34.4778,other toys have to,38798.88,11825.88
Riad,Alicia,532.704,567.148,34.4431,toys have to be,38759.8,11813.97
Riad,Alicia,532.927,567.335,34.4083,have to be put,38720.73,11802.06
Riad,Alicia,533.149,567.523,34.3736,to be put away,38681.66,11790.15
Riad,Alicia,533.371,567.71,34.3389,be put away guys,38642.58,11778.24
Riad,Alicia,533.593,567.898,34.3042,put away guys other,38603.51,11766.33
Riad,Alicia,533.816,568.085,34.2694,away guys other toys,38564.43,11754.42
Riad,Alicia,534.038,568.273,34.2347,guys other toys make,38525.36,11742.51
Riad,Alicia,534.26,568.46,34.2,other toys make sure,38486.29,11730.6
Riad,Kush,538.26,580.42,42.16,make sure youre talking,47443.91,14460.88
Riad,Kush,538.56,580.689,42.1291,sure youre talking to,47409.13,14450.28
Riad,Kush,538.86,580.958,42.0982,youre talking to someone,47374.35,14439.68
Riad,Alicia,538.86,572.627,33.7667,youre talking to someone,37998.64,11581.97
Riad,Alicia,539.16,572.849,33.6889,talking to someone like,37911.12,11555.29
Riad,Alicia,539.46,573.071,33.6111,to someone like one,37823.59,11528.61
Riad,Alicia,539.76,573.293,33.5333,someone like one space,37736.07,11501.93
Riad,Alicia,540.06,573.516,33.4556,like one space away,37648.54,11475.26
Riad,Kush,545.3,587.86,42.56,mr teacher can you,47894.04,14598.08
Riad,Alicia,545.3,579.46,34.16,mr teacher can you,38441.27,11716.88
Riad,Kush,545.675,588.133,42.4583,teacher can you teach,47779.64,14563.21
Riad,Alicia,545.675,579.773,34.0975,teacher can you teach,38370.94,11695.44
Riad,Kush,546.05,588.407,42.3567,can you teach me,47665.23,14528.34
Riad,Alicia,546.05,580.085,34.035,can you teach me,38300.61,11674.01
Riad,Kush,546.425,588.68,42.255,you teach me the,47550.82,14493.47
Riad,Alicia,546.425,580.398,33.9725,you teach me the,38230.27,11652.57
Riad,Kush,546.8,588.953,42.1533,teach me the abcs,47436.41,14458.59
Riad,Alicia,546.8,580.71,33.91,teach me the abcs,38159.94,11631.13
Riad,Kush,547.175,589.227,42.0517,me the abcs i,47322.0,14423.72
Riad,Alicia,547.175,581.023,33.8475,me the abcs i,38089.61,11609.69
Riad,Kush,547.55,589.5,41.95,the abcs i wasnt,47207.59,14388.85
Riad,Alicia,547.55,581.335,33.785,the abcs i wasnt,38019.27,11588.26
Riad,Kush,547.925,589.773,41.8483,abcs i wasnt there,47093.18,14353.98
Riad,Alicia,547.925,581.648,33.7225,abcs i wasnt there,37948.94,11566.82
Riad,Alicia,548.3,581.96,33.66,i wasnt there yeah,37878.61,11545.38
Riad,Alicia,548.633,582.293,33.66,wasnt there yeah yeah,37878.61,11545.38
Riad,Alicia,548.967,582.627,33.66,there yeah yeah for,37878.61,11545.38
Riad,Kush,549.3,591.14,41.84,yeah yeah for sure,47083.81,14351.12
Riad,Alicia,549.3,582.96,33.66,yeah yeah for sure,37878.61,11545.38
Riad,Kush,549.55,591.4,41.85,yeah for sure i,47095.06,14354.55
Riad,Alicia,549.55,583.21,33.66,yeah for sure i,37878.61,11545.38
Riad,Kush,549.8,591.66,41.86,for sure i can,47106.31,14357.98
Riad,Alicia,549.8,583.46,33.66,for sure i can,37878.61,11545.38
Riad,Kush,550.05,591.92,41.87,sure i can teach,47117.57,14361.41
Riad,Alicia,550.05,583.71,33.66,sure i can teach,37878.61,11545.38
Riad,Kush,550.3,592.18,41.88,i can teach you,47128.82,14364.84
Riad,Alicia,550.3,583.96,33.66,i can teach you,37878.61,11545.38
Riad,Kush,550.467,592.4,41.9333,can teach you the,47188.84,14383.13
Riad,Alicia,550.467,584.127,33.66,can teach you the,37878.61,11545.38
Riad,Kush,550.633,592.62,41.9867,teach you the abcs,47248.86,14401.43
Riad,Alicia,550.633,584.293,33.66,teach you the abcs,37878.61,11545.38
Riad,Kush,550.8,592.84,42.04,you the abcs so,47308.87,14419.72
Riad,Alicia,550.8,584.46,33.66,you the abcs so,37878.61,11545.38
Riad,Kush,550.967,593.06,42.0933,the abcs so just,47368.89,14438.01
Riad,Alicia,550.967,584.627,33.66,the abcs so just,37878.61,11545.38
Riad,Kush,551.133,593.28,42.1467,abcs so just like,47428.91,14456.31
Riad,Alicia,551.133,584.793,33.66,abcs so just like,37878.61,11545.38
Riad,Kush,551.3,593.54,42.24,so just like we,47533.94,14488.32
Riad,Alicia,551.3,584.96,33.66,so just like we,37878.61,11545.38
Riad,Kush,551.567,593.855,42.2883,just like we did,47588.33,14504.9
Riad,Alicia,551.567,585.273,33.7058,just like we did,37930.19,11561.1
Riad,Kush,551.833,594.17,42.3367,like we did the,47642.72,14521.48
Riad,Alicia,551.833,585.585,33.7517,like we did the,37981.76,11576.82
Riad,Kush,552.1,594.485,42.385,we did the other,47697.11,14538.05
Riad,Alicia,552.1,585.898,33.7975,we did the other,38033.34,11592.54
Riad,Kush,552.367,594.8,42.4333,did the other day,47751.5,14554.63
Riad,Alicia,552.367,586.21,33.8433,did the other day,38084.92,11608.26
Riad,Kush,552.633,595.115,42.4817,the other day i,47805.89,14571.21
Riad,Alicia,552.633,586.523,33.8892,the other day i,38136.5,11623.98
Riad,Kush,552.9,595.43,42.53,other day i think,47860.28,14587.79
Riad,Alicia,552.9,586.835,33.935,other day i think,38188.07,11639.71
Riad,Kush,553.167,595.745,42.5783,day i think you,47914.68,14604.37
Riad,Alicia,553.167,587.148,33.9808,day i think you,38239.65,11655.43
Riad,Kush,553.433,596.06,42.6267,i think you were,47969.07,14620.95
Riad,Alicia,553.433,587.46,34.0267,i think you were,38291.23,11671.15
Riad,Kush,553.7,596.237,42.5371,think you were absent,47868.32,14590.24
Riad,Alicia,553.7,587.674,33.9743,think you were absent,38232.28,11653.18
Riad,Kush,553.967,596.414,42.4476,you were absent that,47767.58,14559.53
Riad,Alicia,553.967,587.889,33.9219,you were absent that,38173.34,11635.21
Riad,Kush,554.233,596.591,42.3581,were absent that day,47666.84,14528.83
Riad,Alicia,554.233,588.103,33.8695,were absent that day,38114.39,11617.25
Riad,Kush,554.5,596.769,42.2686,absent that day i,47566.09,14498.12
Riad,Alicia,554.5,588.317,33.8171,absent that day i,38055.45,11599.28
Riad,Kush,554.767,596.946,42.179,that day i was,47465.35,14467.41
Riad,Alicia,554.767,588.531,33.7648,that day i was,37996.5,11581.31
Riad,Kush,555.033,597.123,42.0895,day i was absent,47364.6,14436.71
Riad,Alicia,555.033,588.746,33.7124,day i was absent,37937.55,11563.35
Riad,Kush,555.3,597.3,42.0,i was absent were,47263.86,14406.0
Riad,Kush,555.633,597.553,41.92,was absent were you,47173.83,14378.56
Riad,Kush,557.3,599.14,41.84,i was coloring oh,47083.81,14351.12
Riad,Kush,560.675,603.585,42.91,yeah we can go,48287.91,14718.13
Riad,Alicia,560.675,595.44,34.765,yeah we can go,39122.1,11924.4
Riad,Kush,561.05,603.79,42.74,we can go over,48096.6,14659.82
Riad,Alicia,561.05,595.654,34.6043,we can go over,38941.24,11869.27
Riad,Kush,561.425,603.995,42.57,can go over the,47905.3,14601.51
Riad,Alicia,561.425,595.869,34.4436,can go over the,38760.38,11814.15
Riad,Kush,561.8,604.2,42.4,go over the abcs,47713.99,14543.2
Riad,Alicia,561.8,596.083,34.2829,go over the abcs,38579.53,11759.02
Riad,Kush,562.175,604.405,42.23,over the abcs so,47522.69,14484.89
Riad,Alicia,562.175,596.297,34.1221,over the abcs so,38398.67,11703.9
Riad,Kush,564.5,605.591,41.0914,what do you know,46241.42,14094.36
Riad,Alicia,564.5,597.44,32.94,what do you know,37068.37,11298.42
Riad,Kush,564.8,606.163,41.3629,do you know up,46546.86,14187.46
Riad,Kush,565.1,606.734,41.6343,you know up to,46852.31,14280.56
Riad,Kush,565.4,607.306,41.9057,know up to a,47157.76,14373.66
Riad,Kush,568.34,611.7,43.36,so when we get,48794.31,14872.48
Riad,Alicia,568.34,603.44,35.1,so when we get,39499.08,12039.3
Riad,Kush,568.84,612.1,43.26,when we get to,48681.78,14838.18
Riad,Alicia,568.84,603.857,35.0167,when we get to,39405.31,12010.72
Riad,Kush,569.34,612.5,43.16,we get to a,48569.24,14803.88
Riad,Alicia,569.34,604.273,34.9333,we get to a,39311.53,11982.13
Riad,Kush,569.84,612.9,43.06,get to a i,48456.71,14769.58
Riad,Alicia,569.84,604.69,34.85,get to a i,39217.75,11953.55
Riad,Kush,570.34,613.3,42.96,to a i dont,48344.18,14735.28
Riad,Alicia,570.34,605.107,34.7667,to a i dont,39123.97,11924.97
Riad,Kush,570.84,613.7,42.86,a i dont like,48231.64,14700.98
Riad,Alicia,570.84,605.523,34.6833,a i dont like,39030.2,11896.38
Riad,Kush,571.34,614.1,42.76,i dont like a,48119.11,14666.68
Riad,Alicia,571.34,605.94,34.6,i dont like a,38936.42,11867.8
Riad,Kush,571.84,614.4,42.56,dont like a why,47894.04,14598.08
Riad,Alicia,571.84,606.315,34.475,dont like a why,38795.75,11824.93
Riad,Kush,572.34,614.7,42.36,like a why dont,47668.98,14529.48
Riad,Alicia,572.34,606.69,34.35,like a why dont,38655.09,11782.05
Riad,Kush,572.84,615.0,42.16,a why dont you,47443.91,14460.88
Riad,Alicia,572.84,607.065,34.225,a why dont you,38514.42,11739.18
Riad,Kush,573.34,615.3,41.96,why dont you like,47218.85,14392.28
Riad,Alicia,573.34,607.44,34.1,why dont you like,38373.75,11696.3
Riad,Kush,573.54,615.516,41.976,dont you like a,47236.85,14397.77
Riad,Alicia,573.54,607.64,34.1,dont you like a,38373.75,11696.3
Riad,Kush,575.007,616.38,41.3733,b i thought you,46558.65,14191.05
Riad,Alicia,575.007,608.44,33.4333,b i thought you,37623.53,11467.63
Riad,Kush,575.34,617.74,42.4,i thought you said,47713.99,14543.2
Riad,Alicia,575.34,609.94,34.6,i thought you said,38936.42,11867.8
Riad,Kush,575.59,617.92,42.33,thought you said you,47635.22,14519.19
Riad,Alicia,575.59,610.378,34.7875,thought you said you,39147.42,11932.11
Riad,Kush,575.84,618.1,42.26,you said you didnt,47556.45,14495.18
Riad,Alicia,575.84,610.815,34.975,you said you didnt,39358.42,11996.43
Riad,Kush,576.09,618.28,42.19,said you didnt know,47477.67,14471.17
Riad,Alicia,576.09,611.253,35.1625,said you didnt know,39569.42,12060.74
Riad,Kush,576.34,618.46,42.12,you didnt know b,47398.9,14447.16
Riad,Alicia,576.34,611.69,35.35,you didnt know b,39780.42,12125.05
Riad,Alicia,576.59,612.128,35.5375,didnt know b so,39991.41,12189.36
Riad,Alicia,576.84,612.565,35.725,know b so we,40202.41,12253.68
Riad,Kush,580.09,622.89,42.8,b what comes after,48164.12,14680.4
Riad,Alicia,580.09,614.565,34.475,b what comes after,38795.75,11824.93
Riad,Kush,580.34,623.3,42.96,what comes after w,48344.18,14735.28
Riad,Alicia,580.34,614.94,34.6,what comes after w,38936.42,11867.8
Riad,Kush,581.09,624.02,42.93,comes after w x,48310.42,14724.99
Riad,Alicia,581.09,615.69,34.6,comes after w x,38936.42,11867.8
Riad,Kush,581.84,624.74,42.9,after w x and,48276.66,14714.7
Riad,Alicia,581.84,616.44,34.6,after w x and,38936.42,11867.8
Riad,Kush,582.59,625.46,42.87,w x and whats,48242.9,14704.41
Riad,Alicia,582.59,617.19,34.6,w x and whats,38936.42,11867.8
Riad,Kush,583.34,626.18,42.84,x and whats before,48209.14,14694.12
Riad,Alicia,583.34,617.94,34.6,x and whats before,38936.42,11867.8
Riad,Kush,584.34,626.82,42.48,and whats before w,47804.02,14570.64
Riad,Alicia,584.34,618.92,34.58,and whats before w,38913.91,11860.94
Riad,Alicia,584.59,619.17,34.58,whats before w but,38913.91,11860.94
Riad,Alicia,584.84,619.42,34.58,before w but hey,38913.91,11860.94
Riad,Alicia,585.09,619.67,34.58,w but hey how,38913.91,11860.94
Riad,Alicia,585.34,619.92,34.58,but hey how do,38913.91,11860.94
Riad,Kush,585.626,628.42,42.7943,hey how do you,48157.69,14678.44
Riad,Alicia,585.626,620.206,34.58,hey how do you,38913.91,11860.94
Riad,Kush,585.911,628.78,42.8686,how do you know,48241.29,14703.92
Riad,Alicia,585.911,620.491,34.58,how do you know,38913.91,11860.94
Riad,Kush,586.197,629.14,42.9429,do you know that,48324.89,14729.4
Riad,Alicia,586.197,620.777,34.58,do you know that,38913.91,11860.94
Riad,Kush,586.483,629.5,43.0171,you know that i,48408.48,14754.88
Riad,Alicia,586.483,622.92,36.4371,you know that i,41003.81,12497.94
Riad,Kush,586.769,629.86,43.0914,know that i dont,48492.08,14780.36
Riad,Kush,587.054,630.22,43.1657,that i dont i,48575.67,14805.84
Riad,Kush,587.34,630.58,43.24,i dont i know,48659.27,14831.32
Riad,Kush,587.84,631.64,43.8,dont i know a,49289.45,15023.4
Riad,Kush,593.715,635.94,42.225,what comes before w,47517.06,14483.18
Riad,Alicia,593.715,628.42,34.705,what comes before w,39054.58,11903.81
Riad,Kush,594.09,637.786,43.6957,comes before w is,49172.1,14987.63
Riad,Alicia,594.09,630.349,36.2586,comes before w is,40802.86,12436.69
Riad,Kush,594.465,639.631,45.1664,before w is actually,50827.14,15492.09
Riad,Alicia,594.465,632.277,37.8121,before w is actually,42551.14,12969.56
Riad,Alicia,608.34,641.92,33.58,no alicia we have,37788.58,11517.94
Riad,Alicia,608.613,642.193,33.58,alicia we have to,37788.58,11517.94
Riad,Alicia,608.885,642.465,33.58,we have to put,37788.58,11517.94
Riad,Alicia,609.158,642.738,33.58,have to put these,37788.58,11517.94
Riad,Alicia,609.431,643.011,33.58,to put these away,37788.58,11517.94
Riad,Alicia,609.704,643.284,33.58,put these away for,37788.58,11517.94
Riad,Alicia,609.976,643.556,33.58,these away for the,37788.58,11517.94
Riad,Alicia,610.249,643.829,33.58,away for the day,37788.58,11517.94
Riad,Alicia,610.522,644.102,33.58,for the day but,37788.58,11517.94
Riad,Alicia,610.795,644.375,33.58,the day but i,37788.58,11517.94
Riad,Alicia,611.067,644.647,33.58,day but i was,37788.58,11517.94
Riad,Alicia,611.34,644.92,33.58,but i was playing,37788.58,11517.94
Riad,Alicia,611.74,645.22,33.48,i was playing teacher,37676.05,11483.64
Riad,Alicia,612.14,645.52,33.38,was playing teacher but,37563.52,11449.34
Riad,Alicia,612.54,645.82,33.28,playing teacher but these,37450.98,11415.04
Riad,Alicia,612.94,646.12,33.18,teacher but these are,37338.45,11380.74
Riad,Alicia,613.34,646.9,33.56,but these are a,37766.07,11511.08
Riad,Alicia,613.873,647.483,33.61,these are a choking,37822.34,11528.23
Riad,Alicia,614.407,648.067,33.66,are a choking hazard,37878.61,11545.38
Riad,Alicia,614.94,648.65,33.71,a choking hazard and,37934.87,11562.53
Riad,Alicia,615.473,649.233,33.76,choking hazard and you,37991.14,11579.68
Riad,Alicia,616.007,649.817,33.81,hazard and you have,38047.41,11596.83
Riad,Alicia,616.54,650.4,33.86,and you have been,38103.67,11613.98
Riad,Alicia,617.073,651.011,33.9378,you have been putting,38191.2,11640.66
Riad,Alicia,617.607,651.622,34.0156,have been putting them,38278.73,11667.34
Riad,Alicia,618.14,652.233,34.0933,been putting them in,38366.25,11694.01
Riad,Alicia,618.673,652.844,34.1711,putting them in your,38453.78,11720.69
Riad,Alicia,619.207,653.456,34.2489,them in your mouth,38541.3,11747.37
Riad,Alicia,619.74,654.067,34.3267,in your mouth how,38628.83,11774.05
Riad,Alicia,620.273,654.678,34.4044,your mouth how do,38716.35,11800.72
Riad,Alicia,620.807,655.289,34.4822,mouth how do you,38803.88,11827.4
Riad,Kush,621.34,628.78,7.44,how do you know,8372.46,2551.92
Riad,Alicia,621.34,620.491,0.8486,how do you know,954.92,291.06
Riad,Kush,621.74,629.14,7.4,do you know that,8327.44,2538.2
Riad,Alicia,621.74,620.777,0.9629,do you know that,1083.53,330.26
Riad,Alicia,623.74,657.4,33.66,because im the teacher,37878.61,11545.38
Riad,Alicia,624.14,657.775,33.635,im the teacher ive,37850.47,11536.8
Riad,Alicia,624.54,658.15,33.61,the teacher ive been,37822.34,11528.23
Riad,Alicia,624.94,658.525,33.585,teacher ive been watching,37794.21,11519.65
Riad,Alicia,625.34,658.9,33.56,ive been watching i,37766.07,11511.08
Riad,Alicia,625.673,659.233,33.56,been watching i have,37766.07,11511.08
Riad,Alicia,626.007,659.567,33.56,watching i have to,37766.07,11511.08
Riad,Alicia,626.38,659.9,33.52,i have to make,37721.06,11497.36
Riad,Alicia,626.744,660.355,33.6109,have to make sure,37823.36,11528.54
Riad,Alicia,627.107,660.809,33.7018,to make sure all,37925.67,11559.72
Riad,Alicia,627.471,661.264,33.7927,make sure all the,38027.97,11590.91
Riad,Alicia,627.835,661.718,33.8836,sure all the kids,38130.27,11622.09
Riad,Alicia,628.198,662.173,33.9745,all the kids are,38232.58,11653.27
Riad,Alicia,628.562,662.627,34.0655,the kids are perfectly,38334.88,11684.45
Riad,Alicia,628.925,663.082,34.1564,kids are perfectly fine,38437.18,11715.63
Riad,Alicia,629.289,663.536,34.2473,are perfectly fine do,38539.48,11746.81
Riad,Alicia,629.653,663.991,34.3382,perfectly fine do you,38641.79,11778.0
Riad,Alicia,630.016,664.445,34.4291,fine do you think,38744.09,11809.18
Riad,Alicia,630.38,664.9,34.52,do you think these,38846.39,11840.36
Riad,Alicia,630.713,665.233,34.52,you think these are,38846.39,11840.36
Riad,Alicia,631.047,665.567,34.52,think these are candy,38846.39,11840.36
Riad,Alicia,631.38,665.9,34.52,these are candy no,38846.39,11840.36
Riad,Alicia,631.713,666.233,34.52,are candy no but,38846.39,11840.36
Riad,Alicia,632.047,666.567,34.52,candy no but theyre,38846.39,11840.36
Riad,Alicia,632.38,666.9,34.52,no but theyre very,38846.39,11840.36
Riad,Alicia,632.98,667.4,34.42,but theyre very colorful,38733.86,11806.06
Riad,Alicia,635.713,669.4,33.6867,they look like candy,37908.62,11554.53
Riad,Alicia,636.047,669.7,33.6533,look like candy right,37871.11,11543.09
Riad,Alicia,638.38,672.4,34.02,but we cant have,38283.73,11668.86
Riad,Alicia,638.666,672.65,33.9843,we cant have these,38243.54,11656.61
Riad,Alicia,638.951,672.9,33.9486,cant have these because,38203.35,11644.36
Riad,Alicia,639.237,673.15,33.9129,have these because i,38163.16,11632.11
Riad,Alicia,639.523,673.4,33.8771,these because i dont,38122.97,11619.86
Riad,Alicia,639.809,673.65,33.8414,because i dont want,38082.77,11607.61
Riad,Alicia,640.094,673.9,33.8057,i dont want you,38042.58,11595.36
Riad,Alicia,640.38,674.15,33.77,dont want you to,38002.39,11583.11
Riad,Alicia,640.666,674.4,33.7343,want you to choke,37962.2,11570.86
Riad,Alicia,640.951,674.65,33.6986,you to choke on,37922.01,11558.61
Riad,Alicia,641.237,674.9,33.6629,to choke on them,37881.82,11546.36
Riad,Alicia,641.523,675.15,33.6271,choke on them so,37841.63,11534.11
Riad,Alicia,641.809,675.4,33.5914,on them so for,37801.44,11521.86
Riad,Alicia,642.094,675.65,33.5557,them so for today,37761.25,11509.61
Riad,Alicia,642.38,676.38,34.0,so for today were,38261.22,11662.0
Riad,Alicia,642.688,676.602,33.9145,for today were going,38165.04,11632.68
Riad,Alicia,642.995,676.824,33.8291,today were going to,38068.86,11603.37
Riad,Alicia,643.303,677.047,33.7436,were going to put,37972.67,11574.05
Riad,Alicia,643.611,677.269,33.6581,going to put these,37876.49,11544.74
Riad,Alicia,643.918,677.491,33.5726,to put these up,37780.31,11515.42
Riad,Alicia,644.226,677.713,33.4872,put these up and,37684.13,11486.1
Riad,Alicia,644.534,677.936,33.4017,these up and then,37587.95,11456.79
Riad,Alicia,644.842,678.158,33.3162,up and then tomorrow,37491.76,11427.47
Riad,Alicia,645.149,678.38,33.2308,and then tomorrow hopefully,37395.58,11398.15
Riad,Alicia,645.457,678.769,33.312,then tomorrow hopefully you,37486.95,11426.0
Riad,Alicia,645.765,679.158,33.3932,tomorrow hopefully you can,37578.33,11453.85
Riad,Alicia,646.072,679.547,33.4744,hopefully you can have,37669.7,11481.71
Riad,Alicia,646.38,679.936,33.5556,you can have them,37761.07,11509.56
Riad,Alicia,646.78,680.324,33.5444,can have them back,37748.57,11505.74
Riad,Alicia,647.18,680.713,33.5333,have them back sound,37736.07,11501.93
Riad,Alicia,647.58,681.102,33.5222,them back sound good,37723.56,11498.12
Riad,Alicia,647.98,681.491,33.5111,back sound good or,37711.06,11494.31
Riad,Kush,649.38,691.86,42.48,i want your red,47804.02,14570.64
Riad,Kush,649.78,692.236,42.456,want your red marker,47777.01,14562.41
Riad,Alicia,652.38,684.98,32.6,i want to play,36685.76,11181.8
Riad,Alicia,652.523,685.28,32.7571,want to play with,36862.6,11235.7
Riad,Alicia,652.666,685.58,32.9143,to play with something,37039.43,11289.6
Riad,Alicia,652.809,685.88,33.0714,play with something else,37216.27,11343.5
Riad,Kush,668.837,710.38,41.5433,so i was learning,46749.96,14249.36
Riad,Kush,669.253,710.875,41.6212,i was learning from,46837.6,14276.08
Riad,Kush,669.67,711.369,41.6991,was learning from max,46925.24,14302.79
Riad,Kush,670.087,711.864,41.777,learning from max that,47012.88,14329.5
Riad,Kush,670.503,712.358,41.8548,from max that these,47100.52,14356.21
Riad,Kush,670.92,712.853,41.9327,max that these are,47188.16,14382.93
Riad,Kush,671.337,713.347,42.0106,that these are all,47275.8,14409.64
Riad,Kush,671.753,713.842,42.0885,these are all letters,47363.43,14436.35
Riad,Kush,672.17,714.336,42.1664,are all letters this,47451.07,14463.06
Riad,Kush,672.587,714.831,42.2442,all letters this one,47538.71,14489.78
Riad,Kush,673.003,715.325,42.3221,letters this one is,47626.35,14516.49
Riad,Kush,673.42,715.82,42.4,this one is a,47713.99,14543.2
Riad,Kush,673.92,716.322,42.4025,one is a this,47716.81,14544.06
Riad,Kush,674.42,716.825,42.405,is a this one,47719.62,14544.92
Riad,Kush,674.92,717.328,42.4075,a this one is,47722.43,14545.77
Riad,Kush,675.42,717.83,42.41,this one is b,47725.25,14546.63
Riad,Kush,675.92,718.332,42.4125,one is b this,47728.06,14547.49
Riad,Kush,676.42,718.835,42.415,is b this one,47730.87,14548.35
Riad,Kush,676.92,719.338,42.4175,b this one is,47733.69,14549.2
Riad,Kush,677.42,719.84,42.42,this one is x,47736.5,14550.06
Riad,Kush,677.92,720.342,42.4225,one is x this,47739.31,14550.92
Riad,Kush,678.42,720.845,42.425,is x this one,47742.13,14551.78
Riad,Kush,678.92,721.348,42.4275,x this one is,47744.94,14552.63
Riad,Kush,679.42,721.85,42.43,this one is w,47747.75,14553.49
Riad,Alicia,679.42,713.86,34.44,this one is w,38756.37,11812.92
Riad,Kush,679.92,722.352,42.4325,one is w and,47750.57,14554.35
Riad,Kush,680.42,722.855,42.435,is w and this,47753.38,14555.21
Riad,Kush,680.92,723.358,42.4375,w and this one,47756.19,14556.06
